author,episode_number,episode_title,quote,season
Monica,8.0,The List,"Oh, gosh, I'm sorry.",2.0
Monica,8.0,The List,"Well, uh, I ate some.",2.0
Rachel,8.0,The List,"Is that him again? Tell him I'd come to the phone, but my ankles are weighin' me down.",2.0
Monica,8.0,The List,"Listen, i... I don't think this is the best time.",2.0
Ross,8.0,The List,"Look, can, can you do something for me?",2.0
Monica,8.0,The List,"Sure, what? Ok, ok. Music?",2.0
Monica,8.0,The List,"Oh, not at all. I have no morals and I need the cash.",2.0
Phoebe,9.0,Phoebe's Dad,"Ooh, ooh, ooh, ooh, ooh. Ugly naked guy is decorating his tree. Oh my god, you should see the size of his christmas balls.",2.0
Joey,9.0,Phoebe's Dad,"Hey, how much did you guys tip the super this year?",2.0
Chandler,9.0,Phoebe's Dad,"Yeah, we were gonna give fifty, but if you guys gave more, we don't wanna look bad.",2.0
Monica,9.0,Phoebe's Dad,"Oh, actually this year we just made him homemade cookies.",2.0
Chandler,9.0,Phoebe's Dad,And twenty-five it is.,2.0
Joey,9.0,Phoebe's Dad,You gave him cookies?,2.0
Monica,9.0,Phoebe's Dad,"Money is so impersonal. Cookies says someone really cares... Alright, we're broke, but cookies do say that.",2.0
Phoebe,9.0,Phoebe's Dad,I can see that. A plate of brownies once told me a limerick.,2.0
Chandler,9.0,Phoebe's Dad,"Phoebs, let me ask you something, were, were these, uh, funny brownies?",2.0
Phoebe,9.0,Phoebe's Dad,"Not especially. But you know what, I think they had pot in them.",2.0
Ross,9.0,Phoebe's Dad,"So you guys, who else did you tip with cookies?",2.0
Rachel,9.0,Phoebe's Dad,"Uhh, the mailman, the super.",2.0
Monica,9.0,Phoebe's Dad,"Oh, and the newspaper delivery guy.",2.0
Joey,9.0,Phoebe's Dad,"Uhhh, I don't think you're gonna like this.",2.0
Rachel,9.0,Phoebe's Dad,"Ooh, goooosh, ooh, these are cookies smashed in the sports section.",2.0
Monica,9.0,Phoebe's Dad,"Oh look, and he did my crossword puzzle.",2.0
Ross,9.0,Phoebe's Dad,"Yeah, but not very well, unless 14-across, 'gershwin musical' actually is bitemebitemebitemebiteme.",2.0
Joey,9.0,Phoebe's Dad,"I can't believe it's christmas already. Ya know, I mean, one day your eatin' turkey, the next thing ya know, your lords are a-leapin' and you geese are a-layin'.",2.0
Chandler,9.0,Phoebe's Dad,Which is why geese are so relaxed this time of year.,2.0
Ross,9.0,Phoebe's Dad,"Hey rach. I, uh, got you a little present. . . I'll open it. It's a slinky! Remember, huh. Walks down stairs, alone or in pairs, everyone knows it's... Just a big spring. Alright, you still mad at me becuase of the whole...",2.0
Rachel,9.0,Phoebe's Dad,Horrible and degrading list of reasons not to be with me?,2.0
Ross,9.0,Phoebe's Dad,"How 'bout from now on we just call it the 'unfortunate incident'? Hey gunther, you got stairs in your place?",2.0
Ross,9.0,Phoebe's Dad,"Here, go nuts.",2.0
Chandler,9.0,Phoebe's Dad,What's in the bag?,2.0
Ross,9.0,Phoebe's Dad,"Um, just some presents.",2.0
Joey,9.0,Phoebe's Dad,C'mon show us what you bought... You know you want to.,2.0
Ross,9.0,Phoebe's Dad,"Ok. Ok, this is a picture frame from ben to my parents, huh.",2.0
Ross,9.0,Phoebe's Dad,"I got some, uh, hers and hers towels for susan and carol. And, uh, I got this blouse for mom.",2.0
Monica,9.0,Phoebe's Dad,"Ross, that is gorgeous!",2.0
Monica,9.0,Phoebe's Dad,"Look at these authentic fake medals. I tell ya, mom's gonna be voted best dressed at the make-believe military academy.",2.0
Phoebe,9.0,Phoebe's Dad,"Happy christmas eve eve. Oh my god, where did you get this?",2.0
Ross,9.0,Phoebe's Dad,"Uh, macy's, third floor, home furnishings.",2.0
Phoebe,9.0,Phoebe's Dad,"This is my father, this is a picture of my dad.",2.0
Chandler,9.0,Phoebe's Dad,"Nah, phoebs, that's the guy that comes in the frame.",2.0
Phoebe,9.0,Phoebe's Dad,"No it isn't, this is my dad, alright, I'll show you.",2.0
Rachel,9.0,Phoebe's Dad,"Phoebe, I thought your dad was in prison.",2.0
Phoebe,9.0,Phoebe's Dad,"No, that's my stepdad. My real dad's the one that ran out on us before I was born.",2.0
Rachel,9.0,Phoebe's Dad,How have you never been on oprah?,2.0
Phoebe,9.0,Phoebe's Dad,"Ok, look, see, this is him. My mother gave me this picture before she died, same guy.",2.0
Monica,9.0,Phoebe's Dad,"Honey, uh, this is a picture of the frame guy posing in front of a bright blue screen with a collie.",2.0
Phoebe,9.0,Phoebe's Dad,"It's not a blue screen... It's just, maybe it was just really clear that day. Ok, I have to talk to my grandmother.",2.0
Monica,9.0,Phoebe's Dad,"Oh, wait a minute honey.",2.0
Joey,9.0,Phoebe's Dad,"So anyway, I'm trying to get my boss's ex-wife to sleep with me...",2.0
Joey,9.0,Phoebe's Dad,"Oh, but when phoebe has a problem, everyone's all ears!",2.0
Phoebe,9.0,Phoebe's Dad,Hi gram. Whatcha doin'?,2.0
Phoebe,9.0,Phoebe's Dad,"Um, gram, um, can I see the pictures of my dad again?",2.0
Phoebe,9.0,Phoebe's Dad,"Just, you know, to see... Um.",2.0
Phoebe,9.0,Phoebe's Dad,"Ok, is this really my father?",2.0
Phoebe,9.0,Phoebe's Dad,"Ok, I smell smoke. Maybe that's 'cause someone's pants are on fire.",2.0
Phoebe,9.0,Phoebe's Dad,"Ya know, in all the years that we have been grandmother and granddaughter, you have never lied to me.",2.0
Phoebe,9.0,Phoebe's Dad,"Alright, so, what, he's not a famous tree surgeon? And then, I guess, ok, he doesn't live in a hut in burma where there's no phones?",2.0
Phoebe,9.0,Phoebe's Dad,"Ok, that makes no sense. Why would the villagers worship a pharmacist?",2.0
Chandler,9.0,Phoebe's Dad,"Ya know I remember my father, all dressed up in the red suit, the big black boots, and the patent leather belt, sneakin around downstairs. He didn't want anybody to see him but he'd be drunk so he'd stumble, crash into something and wake everybody up.",2.0
Rachel,9.0,Phoebe's Dad,"Well, that doesn't sound like a very merry christmas.",2.0
Chandler,9.0,Phoebe's Dad,Who said anything about christmas?,2.0
Ross,9.0,Phoebe's Dad,"Hey, anyone hear from phoebe yet?",2.0
Rachel,9.0,Phoebe's Dad,"No, nothin'.",2.0
Monica,9.0,Phoebe's Dad,I hope she's ok.,2.0
Joey,9.0,Phoebe's Dad,"Yeah, I know exactly what she's goin' through.",2.0
Monica,9.0,Phoebe's Dad,How do you know exactly what she's going through?,2.0
Joey,9.0,Phoebe's Dad,She told us.,2.0
Chandler,9.0,Phoebe's Dad,So whaddya got there monica?,2.0
Monica,9.0,Phoebe's Dad,Just some stuff for the party.,2.0
Ross,9.0,Phoebe's Dad,"Yeah, what're you guys doin' here, aren't you supposed to be christmas shopping?",2.0
Monica,9.0,Phoebe's Dad,"You guys haven't gotten your presents yet? Tomorrow's christmas eve, what're ya gonna do?",2.0
Chandler,9.0,Phoebe's Dad,Don't you have to be claymation to say stuff like that?,2.0
Rachel,9.0,Phoebe's Dad,"Oh, by the way mon, I don't think the mailman liked your cookies. Here are the ornaments your mom sent.",2.0
Monica,9.0,Phoebe's Dad,"Well, maybe the mailman liked the cookies, we just didn't give him enough.",2.0
Joey,9.0,Phoebe's Dad,"Monica, pigeons learn faster that you.",2.0
Rachel,9.0,Phoebe's Dad,"Wha... Forget it ross, no, I am not gonna stand here and make a list of...",2.0
Ross,9.0,Phoebe's Dad,C'mon rachel.,2.0
Rachel,9.0,Phoebe's Dad,"Ok, you're whiney, you are, you're obsessive, you are insecure, you're, you're gutless, you know, you don't ever, you don't just sort of seize the day, you know. You like me for what, a year, you didn't do anything about it. And, uh, oh, you wear too much of that gel in your hair.",2.0
Ross,9.0,Phoebe's Dad,"See there, you uhh, alright, ya, you did what I said.",2.0
Rachel,9.0,Phoebe's Dad,"Yeah, and you know what? You're right, I do feel better, thank you ross.",2.0
Phoebe,9.0,Phoebe's Dad,"Yeah, um, in albany, can I have the number of frank buffay... Ok, um, in ithica... Alright, um, saratoga... Oneonta. Alright, you know what, you shouldn't call youself information.",2.0
Phoebe,9.0,Phoebe's Dad,"Hello grandma, if that is in fact your real name.",2.0
Phoebe,9.0,Phoebe's Dad,"Well, not so good. Upstate's pretty big, he's pretty small, you do the math.",2.0
Phoebe,9.0,Phoebe's Dad,"No I just, just wanted to know who he was, ya know.",2.0
Phoebe,9.0,Phoebe's Dad,Whattaya mean?,2.0
Phoebe,9.0,Phoebe's Dad,Wow. Thank you.,2.0
Phoebe,9.0,Phoebe's Dad,"Uh-huh, got it. Ooh, I'm gonna see my dad. Wish me luck, grandpa!",2.0
Joey,9.0,Phoebe's Dad,Phoebe here with the cab yet?,2.0
Chandler,9.0,Phoebe's Dad,"Yeah, she, she brought the invisible cab... Hop in.",2.0
Joey,9.0,Phoebe's Dad,"Well she better get here soon, the outlet stores close at 7.",2.0
Chandler,9.0,Phoebe's Dad,"Hey, don't worry. I figure it'll be 2 hours to phoebe's dad's house, they'll meet, they'll chat, they'll swap life stories, we'll still have plenty of time.",2.0
Joey,9.0,Phoebe's Dad,"Hey, here she comes.",2.0
Phoebe,9.0,Phoebe's Dad,"Can you believe this. In, like, two hours I'm gonna have a dad. Eeeshk.",2.0
Joey,9.0,Phoebe's Dad,"Yeah, big stuff.",2.0
Phoebe,9.0,Phoebe's Dad,"Ok, let's go.",2.0
Phoebe,9.0,Phoebe's Dad,"Alright, here, you have to hold this.",2.0
Chandler,9.0,Phoebe's Dad,"Ok. Brake left, gas right?",2.0
Phoebe,9.0,Phoebe's Dad,"Uh-huh, yeah, that's my cheat sheet.",2.0
Chandler,9.0,Phoebe's Dad,Where's my seat belt?,2.0
Phoebe,9.0,Phoebe's Dad,"Oh, no no, that side doesn't have one, the paramedics had to cut through it.",2.0
Ross,9.0,Phoebe's Dad,"C'mon, just tell me, please, please.",2.0
Monica,9.0,Phoebe's Dad,"For the sixteenth time, no... I do not think you're obsessive.",2.0
Rachel,9.0,Phoebe's Dad,"Oh, gosh, it's hot in here.",2.0
Monica,9.0,Phoebe's Dad,"Rach, get the heat. Ross, could you turn the heat down please?",2.0
Ross,9.0,Phoebe's Dad,"Sure. By the way, there's a difference between being obsessive and...",2.0
Monica,9.0,Phoebe's Dad,"Ross, the heat!",2.0
Ross,9.0,Phoebe's Dad,"Fine, ok! Heat, heat, heat, and I'm the obsessive one. Ok, this way is on, so this is... Off.",2.0
Rachel,9.0,Phoebe's Dad,Did you just break the radiator?,2.0
Ross,9.0,Phoebe's Dad,"No, no, I was turnin' the knob and, and... Here it is.",2.0
Monica,9.0,Phoebe's Dad,Well put it back.,2.0
Ross,9.0,Phoebe's Dad,"It uhh, it won't go back.",2.0
Rachel,9.0,Phoebe's Dad,I'll call the super.,2.0
Monica,9.0,Phoebe's Dad,"Here, let me try.",2.0
Ross,9.0,Phoebe's Dad,"Oh, oh that's right, I forgot about your ability to fuse metal.",2.0
Monica,9.0,Phoebe's Dad,"Hey, it's funny's cousin, not funny.",2.0
Rachel,9.0,Phoebe's Dad,"Hi, mr. Treeger. Hi, it's rachel green from upstairs. Yes, somebody, uh, broke our knob on the radiator and it's really hot in here. Yes, it's, it's hot enough to bake cookies. Well, do you think we could have a new one by 6? Wha t, no, no, tuesday, we can't wait until tuesday, we're having a party tonight.",2.0
Ross,9.0,Phoebe's Dad,"Ok, tip the man.",2.0
Monica,9.0,Phoebe's Dad,"No, if he doesn't like our cookies, too bad, I am not gonna be blackmailed. Look if worse comes to worse, it gets a little warm, we'll call it a theme party.",2.0
Ross,9.0,Phoebe's Dad,"Hey, here's a theme: come on in, live like bacon.",2.0
Phoebe,9.0,Phoebe's Dad,"Ooh, this is it, 74.",2.0
Chandler,9.0,Phoebe's Dad,"Oh, so that's what this is for.",2.0
Phoebe,9.0,Phoebe's Dad,"Wow, this is it, I'm gonna meet my dad. This is like the biggest thing ever, huh.",2.0
Phoebe,9.0,Phoebe's Dad,"Ok, here I go. I'm goin' in.",2.0
Joey,9.0,Phoebe's Dad,Good luck phoebs.,2.0
Phoebe,9.0,Phoebe's Dad,"Ok, here I go... Here I go... I'm goin'.",2.0
Rachel,9.0,Phoebe's Dad,"Hi, welcome to our tropical christmas party. You can put your coats and sweaters and pants and shirts in the bedroom.",2.0
Ross,9.0,Phoebe's Dad,"It's hard to tell because I'm sweating, but I use exactly what the gel bottle says, an amount about the size of a pea. How, how can that be too much?",2.0
Monica,9.0,Phoebe's Dad,"Ice, ice, ice squares anyone? Take a napkin. Alright.",2.0
Ross,9.0,Phoebe's Dad,"Monica, monica, your guest are turning into jerky, ok.",2.0
Monica,9.0,Phoebe's Dad,"Really? I'm perfectly comfortable. Hey, hey, hey, get in line buddy, I was next.",2.0
Rachel,9.0,Phoebe's Dad,Mr. Treeger.,2.0
Rachel,9.0,Phoebe's Dad,"Oh, yeah, well hey, welcome to our sauna.",2.0
Monica,9.0,Phoebe's Dad,"No, I will not cave.",2.0
Rachel,9.0,Phoebe's Dad,"Yeah, I'm with mon.",2.0
Ross,9.0,Phoebe's Dad,"Alright, alright, you know how you say I never seize the day? Well, alright, even though he's your super, I'm seizing. Mr. Treeger, here is 50 bucks, merry christmas.",2.0
Ross,9.0,Phoebe's Dad,"No no, no, that, that's your christmas tip, alright. Oh, hey, do you think there's a chance you could fix that radiator now?",2.0
Monica,9.0,Phoebe's Dad,Looks like he's playin' baseball.,2.0
Ross,9.0,Phoebe's Dad,You mean hardball?,2.0
Rachel,9.0,Phoebe's Dad,What'cha gonna' do?,2.0
Ross,9.0,Phoebe's Dad,"Excuse me, I'm seizing. Mr. Treeger, here's another 50, happy hanukkah. Will uh, will this help with the knob getting?",2.0
Monica,9.0,Phoebe's Dad,"So, wait, you really did like my cookies?",2.0
Rachel,9.0,Phoebe's Dad,Nice seizing... Gel boy.,2.0
Rachel,9.0,Phoebe's Dad,"Huh-huh, no act--no, uhh, that, that is basil.",2.0
Rachel,9.0,Phoebe's Dad,"Huh-hoo, yeah, no, it's still basil.",2.0
Joey,9.0,Phoebe's Dad,How far'd ya get?,2.0
Chandler,9.0,Phoebe's Dad,"Alright, we're gettin' closer.",2.0
Joey,9.0,Phoebe's Dad,"Phoebs, what's goin' on?",2.0
Phoebe,9.0,Phoebe's Dad,"No, it's just like, ya know, it's a whole mess of stuff, ya know. It's like, yesterday, ya know, my dad was this, like, famous burma tree surgeon guy and, ya know, now he's a, a pharmacist guy and...",2.0
Joey,9.0,Phoebe's Dad,"Well, maybe he's, maybe he's this really cool pharmacist guy.",2.0
Phoebe,9.0,Phoebe's Dad,"Yeah, maybe, yeah. You know, and, and I'll knock on the door and, and he'll hug me and I'll have a dad. Ya know and I'll, I'll go to his pharmacy and everyone will be really nice to me 'cause, you know, I'm franks daughter.",2.0
Chandler,9.0,Phoebe's Dad,"Well, so why not go knock?",2.0
Phoebe,9.0,Phoebe's Dad,"Well, 'cause, I mean, what if, what if he's not this great dad guy? I mean, what if, what if he's just still the dirtbag who ran out on my mom and us? You know what? I've already lost a fake dad this week and I don't think I'm ready to lose a real one.",2.0
Joey,9.0,Phoebe's Dad,"Phoebs, that's ok. You took a big step today.",2.0
Chandler,9.0,Phoebe's Dad,"Yeah, and someday when you're ready, you'll make it past the hedges.",2.0
Joey,9.0,Phoebe's Dad,"Yeah, and when you do, he'll be lucky to have you.",2.0
Phoebe,9.0,Phoebe's Dad,You guys. I'm sorry about your shopping.,2.0
Chandler,9.0,Phoebe's Dad,"Oh, that's ok, we'll figure something out.",2.0
Joey,9.0,Phoebe's Dad,"Uh, listen phoebs, I know you're not goin' in there but do you think it'd be alright if I went in and used his bathroom? Oh, that's fine, never mind. Cool, snow, kinda like a blank canvas.",2.0
Chandler,9.0,Phoebe's Dad,"Ho, ho, ho, holy crap is it hot in here!",2.0
Joey,9.0,Phoebe's Dad,"Really, hey, you mind if I turn the heat down?",2.0
Monica,9.0,Phoebe's Dad,"Hey, we could have used that kind of thinkin' earlier.",2.0
Ross,9.0,Phoebe's Dad,"Hey, phoebs, how'd it go.",2.0
Phoebe,9.0,Phoebe's Dad,"Oh, I couldn't go in.",2.0
Monica,9.0,Phoebe's Dad,"Honey, I'm sorry.",2.0
Phoebe,9.0,Phoebe's Dad,"Yeah, yeah, no it's ok 'cause, I mean, I know he's there, so, that's enough for now.",2.0
Chandler,9.0,Phoebe's Dad,"Hey, guys, it's after midnight, merry christmas everyone.",2.0
Joey,9.0,Phoebe's Dad,"Hey, monica, the knob was broken so I just turned it off from underneath, I hope that's alright.",2.0
Joey,9.0,Phoebe's Dad,"Rach, these are for you.",2.0
Rachel,9.0,Phoebe's Dad,Wiper blades. I don't even have a car.,2.0
Joey,9.0,Phoebe's Dad,"No, but with this new car smell, you'll think you do.",2.0
Chandler,9.0,Phoebe's Dad,"Ok, phoebs, your turn.",2.0
Phoebe,9.0,Phoebe's Dad,"Ahh, toilet seat covers! Is that what you were doing while I was getting gas?",2.0
Phoebe,9.0,Phoebe's Dad,You guuuyys.,2.0
Joey,9.0,Phoebe's Dad,"And for ross, mr. Sweet-tooth.",2.0
Ross,9.0,Phoebe's Dad,You got me a cola drink?,2.0
Chandler,9.0,Phoebe's Dad,"And, a lemon lime.",2.0
Ross,9.0,Phoebe's Dad,"Well this, this is too much, I feel like I should get you another sweater.",2.0
Chandler,9.0,Phoebe's Dad,And last but not least.,2.0
Rachel,10.0,Russ,"Joey, would you slow down? They're not gonna be sold out of papers at one o'clock in the morning.",2.0
Joey,10.0,Russ,I'm excited! I've never gotten reviewed before.,2.0
Monica,10.0,Russ,"You were so amazing as the king. I was really impressed, I was.",2.0
Phoebe,10.0,Russ,"Although, you know what? You might want to consider wearing underwear next time. Yeah, cause when you sat down on your throne you could kind of see your... Royal subject.",2.0
Joey,10.0,Russ,"Here it is, here it is. The only thing worse than the mindless, adolescent direction was joseph tribbiani's disturbingly unskilled portrayal of the king.",2.0
Chandler,10.0,Russ,"Ok, look, that is one guy's opinion, alright. Phoebs, read yours.",2.0
Phoebe,10.0,Russ,"Ok. The only thing worse than the mindless, adolescent direction...",2.0
Chandler,10.0,Russ,"Does anyone have one from a different paper? Ross, read yours.",2.0
Ross,10.0,Russ,I don't want to.,2.0
Rachel,10.0,Russ,"Joey, honey, they don't know what they're talking about.",2.0
Joey,10.0,Russ,Maybe they do. I've been doin' this ten years and I haven't gotten anywhere. There's gotta be a reason.,2.0
Ross,10.0,Russ,"Oh c'mon. Maybe you're just, uhhh... Paying your dues.",2.0
Joey,10.0,Russ,"No, no, no, it.. It's too hard. It's not worth it. I quit.",2.0
Monica,10.0,Russ,"Wait, wait, wait, wait, wait one minute. Wait a minute. I believe this will change your mind. In a mediocre play, joseph tribbiana was able to achieve brilliant new levels of... Continued on page 153... Sucking.",2.0
Joey,10.0,Russ,"When I was little, I wanted to be a veteranarian, but then I found out you had to put your hands into cows and stuff.",2.0
Phoebe,10.0,Russ,Are... Are you ok?,2.0
Ross,10.0,Russ,"Yeah, yeah, just a tough day at work. A stegosaurus fell over and trapped a kid. Whoa, whoa, I know this jacket, this is, th--fun bobby's jacket! Where is he, what. He, he's here, isn't he?",2.0
Ross,10.0,Russ,Don't toy with me.,2.0
Ross,10.0,Russ,"Hey, fun bobby!",2.0
Ross,10.0,Russ,"Not at all! I love this guy. Hey, I was so psyched to hear you're back with my sister!",2.0
Monica,10.0,Russ,You and me both.,2.0
Phoebe,10.0,Russ,"Oh, we were just trying to make joey feel better.",2.0
Joey,10.0,Russ,"No, I'm alright man. Really.",2.0
Joey,10.0,Russ,"Hey no, seriously, I don't need you to pick me... Alright! It still works.",2.0
Monica,10.0,Russ,"Ok, I'll see you later babe.",2.0
Phoebe,10.0,Russ,Fun bobby is so great.,2.0
Monica,10.0,Russ,"Oh, isn't he? Oh, you know, I really think this time it may work with him. I mean, he just makes me feel so good and I've been feeling so lousy this last couple of months, no job, no boyfriend. Well, at least my cup is half full.",2.0
Phoebe,10.0,Russ,Half full of looooovvvvve.,2.0
Monica,10.0,Russ,"And for our two-week anniversary, he's gonna take me to his cousin's cabin for the weekend.",2.0
Phoebe,10.0,Russ,Cabin of loooooovvvvve.,2.0
Rachel,10.0,Russ,"We went through a lot of wine tonight, you guys.",2.0
Monica,10.0,Russ,Really? I only had two glasses.,2.0
Joey,10.0,Russ,I just had a glass.,2.0
Rachel,10.0,Russ,I had one glass.,2.0
Chandler,10.0,Russ,I had about a mugful in this lovely 'i got boned at the museum of natural history' mug.,2.0
Rachel,10.0,Russ,"Ok, so that's... That's what, two bottles? And yet somehow we went through five?",2.0
Monica,10.0,Russ,So what. So he drank a lot tonight.,2.0
Ross,10.0,Russ,"Yeah but, you know, now that I think about it, I don't think I've ever seen fun bobby without a... A drink in his hand.",2.0
Phoebe,10.0,Russ,"Yeah. Oh, oooh, yeah, you know, did you notice how he always starts his stories with, um, ok, 'i was soooo wasted,' or, 'oh, we were soooo bombed,' or, ummm, ooh, ooh, 'so I wake up, and I'm in this dumpster in connecticut.'",2.0
Joey,10.0,Russ,"Monica, have you ever been with him when he wasn't drinking?",2.0
Monica,10.0,Russ,"Well, we just happen to go to alot of places where you might drink. I mean, how do you go to a wine tasting without having a drink? Or... Or to a club, or to the... Zoo.",2.0
Monica,10.0,Russ,"Rach, does this have nonfat milk?",2.0
Rachel,10.0,Russ,"Ehhhummmm, I don't know, why don't you taste it.",2.0
Rachel,10.0,Russ,"Oh well, too late, sorry, you already had some.",2.0
Rachel,10.0,Russ,"Yeah, we're gonna... We're gonna get some cake.",2.0
Monica,10.0,Russ,You know what? It seems like you've been making an awful lot of stuff irish lately.,2.0
Monica,10.0,Russ,"Look, maybe this is none of my business, or maybe it is, I don't know... But, uh, I'm kind of worried about you.",2.0
Monica,10.0,Russ,"So, what are you saying now?",2.0
Phoebe,10.0,Russ,"Sooo, what's goin' on, huh?",2.0
Chandler,10.0,Russ,Guess who's back in show business.,2.0
Phoebe,10.0,Russ,"Ohh, ohh, lorne green?",2.0
Chandler,10.0,Russ,"No, no, phoebs. You know why? Cause he's dead.",2.0
Chandler,10.0,Russ,"Ok, I guess this is gonna seem kinda bittersweet now, but... Joey, that's who.",2.0
Joey,10.0,Russ,"Yeah, my agent just called me with an audition for days of our lives!",2.0
Phoebe,10.0,Russ,"Oh, well, we have to celebrate. You know what we should do? We should do, like, a soap opera theme.",2.0
Chandler,10.0,Russ,"Hey, yeah... We could all sleep together and then one of us could get amnesia.",2.0
Phoebe,10.0,Russ,"Hey rach, what time do you get off? We're all gonna do something tonight.",2.0
Rachel,10.0,Russ,"Ummmm.... Well, actually I'm already done, but i...i kinda got plans.",2.0
Monica,10.0,Russ,You have other friends?,2.0
Rachel,10.0,Russ,"Yeah... I, uhh... I have a... I have a date.",2.0
Rachel,10.0,Russ,What? What is so strange about me having a date?,2.0
Joey,10.0,Russ,"What about ross? I mean, are you still mad at him cause he made that list about you?",2.0
Rachel,10.0,Russ,"Noooo, no, I'm not mad at him. I'm.. I'm not really anything at him anymore.",2.0
Monica,10.0,Russ,What are you talking about?,2.0
Rachel,10.0,Russ,"I don't know. Whatever I was feeling, I'm... Not.",2.0
Phoebe,10.0,Russ,But you guys came so close.,2.0
Rachel,10.0,Russ,"Oh, I know, I'm sorry you guys. You're just gonna have to get used to the fact that I will not be dating ross.",2.0
Rachel,10.0,Russ,"Here he is. Hi. Guys, this is russ.",2.0
Joey,10.0,Russ,"Well, I think it went pretty well. I.. I got a callback for thursday.",2.0
Joey,10.0,Russ,"Ok, uh.... Listen, there's something I want to talk to you about. The network casting lady...",2.0
Joey,10.0,Russ,"Oh yeah, yeah, she's great, but... I kinda got the feeling that she was sort of... Coming on to me. And I definitely would get the part if I would've... You know... If I would have sent the little general in.",2.0
Rachel,10.0,Russ,What's the matter?,2.0
Monica,10.0,Russ,It's fun bobby.,2.0
Rachel,10.0,Russ,"What, isn't he sober?",2.0
Monica,10.0,Russ,"Oh, he's sober alright. Just turns out that fun bobby was fun for a reason.",2.0
Monica,10.0,Russ,"Alright, here you go, sweetie.",2.0
Monica,10.0,Russ,"Oh god, yes!",2.0
Phoebe,10.0,Russ,That is funny.,2.0
Monica,10.0,Russ,"Ahhh, hey honey? Don't you have to be at your interview now?",2.0
Chandler,10.0,Russ,Bye..... Ridiculously dull bobby.,2.0
Monica,10.0,Russ,Oh.... My... God.,2.0
Phoebe,10.0,Russ,It's not that bad.,2.0
Monica,10.0,Russ,Not that bad? Did you hear the hammer story?,2.0
Phoebe,10.0,Russ,"Ok, ok, don't get all squinky.",2.0
Rachel,10.0,Russ,Maybe it was just the kind of story where you have to be there.,2.0
Monica,10.0,Russ,"But I'm gonna be there... For the rest of my life. I mean, I can't break up with him. I'm the one who made him quit drinking. He's dull because of me.",2.0
Phoebe,10.0,Russ,"Alright, don't say that. He's probably always been dull. You just, you know, set it free.",2.0
Chandler,10.0,Russ,Hey ross.... Bahhhh!,2.0
Rachel,10.0,Russ,"Hi russ, I've just got two more tables to clean and then we'll go, ok?",2.0
Phoebe,10.0,Russ,"Rachel? Um, hi.",2.0
Phoebe,10.0,Russ,"Ok, so, you know what you're doing, right?",2.0
Rachel,10.0,Russ,Uhh.... Waitressing?,2.0
Phoebe,10.0,Russ,"Well, yeah, but... No. I mean, umm... Doesn't.... Doesn't russ just remind you of someone?",2.0
Rachel,10.0,Russ,"Huh, bob saget?",2.0
Phoebe,10.0,Russ,"Oh, yeah! No, no, no, no, oh, oh.",2.0
Ross,10.0,Russ,What? What's wrong?,2.0
Monica,10.0,Russ,"She's just upset because she, uh, she buttered a spider into her toast this morning.",2.0
Chandler,10.0,Russ,"Listen, phoebs, this is gonna be ok. Ross, russ. Russ, ross.",2.0
Ross,10.0,Russ,"Yes, yes I am. Are you a, uh, a friend of rachel's?",2.0
Ross,10.0,Russ,"Oh, oh, you're... Uh... You're, oh you're the date.",2.0
Chandler,10.0,Russ,"You know, this is actually good, because if we ever lose ross, we have a spare.",2.0
Ross,10.0,Russ,"Yes, yes I am. And you are a....",2.0
Monica,10.0,Russ,See? They're as different as night and... Later that night.,2.0
Ross,10.0,Russ,"Well, I am going to, uh... Get a beverage. It was nice, nice... Uh... Meeting you.",2.0
Ross,10.0,Russ,"I, uh, well... I... I met russ.",2.0
Ross,10.0,Russ,"Hey, I didn't know we were, uh, seeing other people.",2.0
Rachel,10.0,Russ,"Well, we're not seeing each other, so....",2.0
Ross,10.0,Russ,"Well, uh, for your information, there's a woman at the museum, who's curator of moths and other... Uh... Winged things... Who's, uh, let it be known that she is drawn to me much like a... Well, you know. But so far I've been keeping her at bay, but, uh, if this is the deal...",2.0
Rachel,10.0,Russ,"Well, yeah, this is the deal.",2.0
Ross,10.0,Russ,"Ok, well, um, have a nice evening.",2.0
Rachel,10.0,Russ,"Um, russ, you ready?",2.0
Ross,10.0,Russ,She's dating. She's dating.,2.0
Chandler,10.0,Russ,"Yes, yes, but did you see who she was dating?",2.0
Ross,10.0,Russ,What do you mean?,2.0
Monica,10.0,Russ,Do you not see it?,2.0
Ross,10.0,Russ,"See what? I don't know what she sees in... Innn that goober. And it takes him, what? Like... Like... I don't know, uhh... Uhhh, hello.... A... Week, to get out a sentence.",2.0
Chandler,10.0,Russ,"Yeah, it's annoying, isn't it?",2.0
Ross,10.0,Russ,....................yeah.,2.0
Chandler,10.0,Russ,"Whoa, whoa, so I'm guessing you didn't get the part, or... Uh, italy called and said it was hungry.",2.0
Joey,10.0,Russ,"Well, the part's mine if I want it.",2.0
Joey,10.0,Russ,"Yeah, if I'm willing to sleep with the casting lady.",2.0
Chandler,10.0,Russ,Oh my... God?,2.0
Joey,10.0,Russ,"Ten years I've been waiting for a break like this chandler, ten years! I mean, days of our lives. That's actually on television.",2.0
Chandler,10.0,Russ,"So, what're you gonna do?",2.0
Joey,10.0,Russ,"Well, I guess I could sleep with her... I mean, how could I do that?",2.0
